cowcode,year,repress_index,repress_index_lagged,police,gdp_WDI_log10,polity2_P4,pop_WDI_log10,cameo_protests,lji_LS,trade_WDI,subpolice_IDC
572,2004,2,1,1,9.551371858,-9,6.011268405,4,0.284700006,150.1744085,0
572,2005,3,2,1,9.57667271,-9,6.013081289,2,0.283800006,124.5380348,0
572,2006,2,3,1,9.60194648,-9,6.01539832,1,0.280999988,106.9245957,0
572,2007,3,2,1,9.620794114,-9,6.018139381,2,0.273799986,114.8513306,0
572,2008,4,3,1,9.624347974,-9,6.02116655,5,0.263099998,112.988953,0
572,2009,4,4,1,9.631092256,-9,6.024266823,0,0.241300002,107.3542483,0
572,2010,4,4,1,9.647263479,-9,6.027283133,1,0.221599996,106.6674404,0
600,1994,4,5,1,10.69686916,-7,7.424628137,0,0.270300001,47.31355373,0
600,1995,4,4,1,10.67273529,-7,7.431271266,0,0.280000001,51.71502538,0
600,1996,5,4,1,10.72339679,-7,7.437488528,3,0.289200008,47.09554345,0
600,1997,5,5,1,10.71656529,-7,7.443334519,1,0.298999995,51.15015465,0
600,1998,2,5,1,10.74691624,-6,7.44886769,5,0.308600008,50.79768215,0
600,1999,4,2,1,10.7515872,-6,7.454166358,7,0.321799994,53.98669265,0
600,2000,4,4,1,10.75981624,-6,7.459297159,15,0.331499994,59.16182679,0
600,2001,3,4,1,10.79049677,-6,7.464285766,3,0.332300007,59.4180039,0
600,2002,4,3,1,10.80384578,-6,7.469155606,1,0.323500007,60.5340864,0
600,2003,4,4,1,10.8289925,-6,7.47396675,0,0.313699991,58.32774268,0
600,2004,4,4,1,10.84934142,-6,7.478785954,5,0.306800008,61.59653347,0
600,2005,5,4,1,10.86340659,-6,7.483666604,5,0.302599996,67.91485449,0
600,2006,4,5,1,10.89511646,-6,7.488616744,4,0.300399989,71.49628678,0
600,2007,4,4,1,10.91018936,-6,7.493648639,3,0.299299985,78.48717434,0
600,2008,4,4,1,10.93518077,-6,7.498817775,7,0.298400015,85.6728209,0
600,2009,3,4,1,10.95323083,-6,7.5041865,2,0.301200002,67.91510295,0
600,2010,4,3,1,10.96949394,-6,7.509785524,19,0.308499992,75.24763454,0
615,1994,6,6,1,10.95322858,-7,7.450461183,0,0.201000005,48.58443779,0
615,1995,8,6,1,10.96942591,-3,7.458755432,0,0.214200005,55.19100521,0
615,1996,5,8,1,10.98687663,-3,7.466369378,0,0.224000007,53.70514788,0
615,1997,8,5,1,10.99162779,-3,7.473384464,2,0.234300002,52.24391151,0
615,1998,4,8,1,11.01322918,-3,7.479902729,8,0.243300006,45.09445056,0
615,1999,8,4,1,11.02690897,-3,7.486053492,4,0.253699988,50.93110157,0
615,2000,4,8,1,11.04310674,-3,7.491952982,0,0.268999994,62.86379511,0
615,2001,4,4,1,11.05594377,-3,7.497641556,53,0.281599998,58.70830376,0
615,2002,6,4,1,11.07960809,-3,7.503179095,21,0.290399998,61.13739884,0
615,2003,7,6,1,11.10980458,-3,7.508720322,6,0.299800009,62.12279867,0
615,2004,3,7,1,11.12808895,2,7.514443656,13,0.316500008,65.70067164,0
615,2005,3,3,1,11.1529851,2,7.520479917,3,0.327699989,71.27743983,0
615,2006,7,3,1,11.16030343,2,7.526868923,1,0.34009999,70.72771969,0
615,2007,4,7,1,11.17482417,2,7.533606492,1,0.355699986,71.93734631,0
615,2008,3,4,1,11.18512551,2,7.540712386,2,0.367599994,76.6858333,0
615,2009,2,3,1,11.19201797,2,7.548191342,12,0.377900004,71.32309421,0
615,2010,3,2,1,11.20737851,2,7.556030439,9,0.387699991,69.86757176,0
616,1994,4,5,1,10.33563227,-3,6.952691532,0,0.266099989,92.80438604,0
616,1995,4,4,1,10.34572721,-3,6.960251815,0,0.260500014,93.71444657,0
616,1996,2,4,1,10.3757035,-3,6.966955097,0,0.253600001,85.72035476,0
616,1997,5,2,1,10.39871278,-3,6.97290247,1,0.247700006,80.50071044,0
616,1998,4,5,1,10.41900677,-3,6.978173986,0,0.243399993,79.97945826,0
616,1999,2,4,1,10.44453642,-3,6.982885506,0,0.241899997,77.90511394,0
616,2000,5,2,1,10.464524,-3,6.987145425,1,0.238800004,82.45592577,0
616,2001,4,5,1,10.48070539,-3,6.990955798,1,0.234500006,89.55191911,0
616,2002,4,4,1,10.48641156,-4,6.994372195,1,0.2227,85.34165719,0
616,2003,4,4,1,10.50636824,-4,6.997616884,1,0.213699996,82.39010779,0
616,2004,4,4,1,10.53263911,-4,7.000966402,1,0.205400005,86.94829371,0
616,2005,5,4,1,10.54752296,-4,7.004612426,3,0.198200002,90.25124788,0
616,2006,5,5,1,10.56972111,-4,7.008651858,0,0.189099997,93.9378509,0
616,2007,4,5,1,10.59792468,-4,7.013036448,0,0.181600004,104.0754722,0
616,2008,5,4,1,10.61594982,-4,7.01763563,4,0.175600007,114.3548323,0
616,2009,4,5,1,10.62897021,-4,7.02225074,3,0.168200001,93.01687879,0
616,2010,5,4,1,10.64395507,-4,7.026747458,16,0.166500002,104.1486333,0
620,1999,5,6,1,10.66578784,-7,6.722298696,0,0.042599998,34.80163011,1
620,2000,4,5,1,10.68147953,-7,6.728993874,1,0.042399999,45.28109377,1
620,2001,7,4,1,10.67375516,-7,6.735858122,14,0.044300001,43.17344961,1
620,2002,5,7,1,10.66957084,-7,6.742810647,2,0.045400001,78.85975704,1
620,2003,5,5,1,10.72271078,-7,6.749778584,0,0.046399999,90.61273052,1
620,2004,4,5,1,10.74166757,-7,6.756647821,0,0.046999998,96.12933208,1
620,2005,5,4,1,10.79038404,-7,6.7633242,2,0.046999998,90.86088969,1
620,2006,5,5,1,10.81773588,-7,6.769884593,12,0.0484,101.8593313,1
620,2007,5,5,1,10.84448284,-7,6.776322427,1,0.049600001,102.2241513,1
620,2008,5,5,1,10.85591521,-7,6.782382889,0,0.049899999,101.4893318,1
620,2009,5,5,1,10.85247004,-7,6.787742639,2,0.050799999,102.0580715,1
620,2010,5,5,1,10.87374739,-7,6.792227958,1,0.0535,107.7024587,1
625,1994,6,8,1,10.37994775,-7,7.36807227,0,0.0462,14.61020937,0
625,1995,6,6,1,10.40524171,-7,7.38192237,13,0.043900002,14.77246695,0
625,1996,8,6,1,10.43021609,-7,7.394143065,4,0.044100001,23.2061102,0
625,1997,8,8,1,10.47384058,-7,7.405071607,2,0.044500001,17.85861324,0
625,1998,8,8,1,10.4921603,-7,7.415232528,1,0.0469,21.87513604,0
625,1999,8,8,1,10.50543621,-7,7.425314409,0,0.046599999,24.71436749,0
625,2000,8,8,1,10.53215683,-7,7.435764998,8,0.045600001,29.40423446,0
625,2001,8,8,1,10.55950791,-7,7.446709266,6,0.048599999,24.19332776,0
625,2002,8,8,1,10.58656085,-6,7.457954192,0,0.052700002,31.39638942,0
625,2003,8,8,1,10.61891602,-6,7.469240393,7,0.053800002,31.99763154,0
625,2004,6,8,1,10.63546179,-6,7.480210999,6,0.064300001,37.79031548,0
625,2005,7,6,1,10.66682879,-4,7.490653862,24,0.092900001,47.58002131,0
625,2006,7,7,1,10.7084753,-4,7.500535917,9,0.1039,45.7449141,1
625,2007,7,7,1,10.7558355,-4,7.510016847,9,0.106799997,44.55307091,1
625,2008,8,7,1,10.78846217,-4,7.519313844,10,0.112400003,43.68505192,1
625,2009,7,8,1,10.80231794,-4,7.528708343,45,0.114600003,35.96704522,1
625,2010,7,7,1,10.8171296,-2,7.53838536,36,0.125599995,36.97560936,1
630,1994,5,7,1,11.42843124,-6,7.782405353,0,0.249799997,41.6091364,0
630,1995,6,5,1,11.43823214,-6,7.788470037,1,0.260899991,35.14424492,0
630,1996,6,6,1,11.46013829,-6,7.794452632,4,0.275700003,35.22129915,0
630,1997,7,6,1,11.46222724,3,7.80027921,6,0.298000008,32.64955811,0
630,1998,7,7,1,11.47158359,3,7.805988815,16,0.309700012,29.22821965,0
630,1999,8,7,1,11.4752832,3,7.811580904,62,0.315200001,34.88541413,0
630,2000,7,8,1,11.50000719,3,7.817058761,86,0.317600012,41.25724746,0
630,2001,7,7,1,11.50337525,3,7.822489182,68,0.311199993,40.53556648,0
630,2002,7,7,1,11.53383558,3,7.82791694,16,0.296999991,48.17268655,0
630,2003,6,7,1,11.57020308,3,7.83329337,88,0.27610001,50.67910578,0
630,2008,8,7,1,11.65876098,-6,7.858059355,14,0.173299998,48.22940277,0
630,2009,8,8,1,11.66311362,-7,7.862875467,702,0.162200004,43.69958022,0
630,2010,8,8,1,11.68759138,-7,7.86783574,98,0.160699993,43.77064374,0
640,1994,8,6,1,11.59835928,8,7.760152504,0,0.766200006,41.74585234,1
640,1995,7,8,1,11.63129357,8,7.767055306,10,0.768599987,44.24263475,1
640,1996,8,7,1,11.66221557,8,7.773956635,29,0.758000016,49.36931489,1
640,1997,8,8,1,11.69393789,7,7.780839649,30,0.744000018,54.97032357,1
640,1998,6,8,1,11.70384829,7,7.78767067,49,0.73089999,40.27434792,1
640,1999,7,6,1,11.68887346,7,7.794400182,52,0.71329999,37.40161894,1
640,2000,6,7,1,11.71679354,7,7.800993194,81,0.70450002,42.00059752,1
640,2001,6,6,1,11.69009591,7,7.807482551,135,0.694800019,49.39883338,1
640,2002,6,6,1,11.71716103,7,7.813883535,12,0.691500008,47.46053891,1
640,2003,5,6,1,11.74085908,7,7.820131822,80,0.692200005,45.6014718,1
640,2004,5,5,1,11.78084492,7,7.826145645,84,0.691500008,48.11968287,1
640,2005,6,5,1,11.81831103,7,7.831891962,166,0.690599978,45.43714115,1
640,2006,5,6,1,11.84813983,7,7.837315719,195,0.684800029,48.15110871,1
640,2007,5,5,1,11.86945468,7,7.842495959,82,0.67869997,47.28958536,1
640,2008,6,5,1,11.87311009,7,7.847687411,108,0.680199981,49.90632245,1
640,2009,6,6,1,11.85218284,7,7.853219853,119,0.684899986,45.93247432,1
640,2010,5,6,1,11.88756217,7,7.85930038,28,0.706399977,45.8992169,1
645,1994,6,8,0,10.66244637,-9,7.29090989,0,0.032000002,0.099582362,0
645,1995,5,6,0,10.67155727,-9,7.304260782,1,0.029999999,0.020999232,0
645,1996,8,5,0,10.71696157,-9,7.317709763,3,0.028100001,0.026888483,0
645,1997,8,8,0,10.80060011,-9,7.331216152,0,0.026799999,106.1881699,0
645,1998,8,8,0,10.9304739,-9,7.344673668,1,0.026699999,132.2431605,0
645,1999,8,8,0,11.00081571,-9,7.35797416,5,0.027100001,138.3146012,0
645,2000,8,8,0,11.00688088,-9,7.371023229,0,0.028200001,125.3365956,0
645,2001,8,8,0,11.01677853,-9,7.38396214,4,0.029899999,126.780256,0
645,2002,8,8,0,10.98572846,-9,7.396755707,0,0.034600001,119.7620477,0
645,2010,5,5,0,11.14150308,3,7.473369819,50,0.126100004,73.497479619999993,1
651,1994,5,5,1,10.99468637,-6,7.786011384,0,0.370900005,50.62857143,0
651,1995,4,5,1,11.01439452,-6,7.794725234,5,0.376700014,50.24509804,0
651,1996,5,4,1,11.0355378,-6,7.803468239,3,0.379999995,46.94856146,0
651,1997,4,5,1,11.05875618,-6,7.812192967,4,0.378899992,43.73824746,0
651,1998,3,4,1,11.08232212,-6,7.820859754,5,0.373699993,41.927627,0
651,1999,5,3,1,11.10784737,-6,7.829404074,0,0.367799997,38.36150845,0
651,2000,4,5,1,11.1346647,-6,7.837787619,11,0.361999989,39.0179359,0
651,2001,5,4,1,11.14975472,-6,7.846044149,10,0.354200006,39.81042654,0
651,2002,6,5,1,11.16001209,-6,7.854215183,13,0.347600013,40.98706783,0
651,2003,6,6,1,11.17366402,-6,7.862287035,24,0.340299994,46.17964072,0
651,2004,6,6,1,11.19108196,-6,7.870240417,16,0.333600014,57.81990521,0
651,2005,5,6,1,11.2100803,-3,7.878082505,196,0.325700015,62.95264624,0
651,2006,5,5,1,11.23882863,-3,7.885777576,89,0.309799999,61.51853651,0
651,2007,5,5,1,11.26857095,-3,7.893385133,40,0.292299986,65.07787325,0
651,2008,6,5,1,11.29858674,-3,7.901109869,51,0.279900014,71.68062535,0
651,2009,6,6,1,11.3184244,-3,7.909207159,39,0.26910001,56.55344464,0
651,2010,5,6,1,11.34022195,-3,7.917826963,121,0.263599992,47.93635007,0
660,2005,4,4,1,10.42484522,6,6.67198354,20,0.591199994,93.6223972,0
660,2006,2,4,1,10.4321723,6,6.677584416,67,0.596300006,91.70420699,0
660,2007,4,2,1,10.47095506,6,6.678276491,27,0.603999972,98.51127058,0
660,2008,3,4,1,10.5093719,6,6.678039298,32,0.612600029,106.9550125,0
660,2009,3,3,1,10.55097962,6,6.682418208,21,0.617699981,90.90350113,0
660,2010,4,3,1,10.58455314,6,6.694873677,22,0.628199995,96.02878237,0
663,1994,2,2,1,10.06799318,-2,6.644473942,0,0.349900007,117.6624957,0
663,1995,4,2,1,10.09406184,-2,6.661703199,0,0.359400004,122.8568142,0
663,1996,4,4,1,10.10303376,-2,6.675123107,19,0.356900007,129.2548834,0
663,1997,3,4,1,10.11716726,-2,6.685611072,2,0.33860001,119.191543,0
663,1998,3,3,1,10.12997893,-2,6.694076266,0,0.326499999,107.6616929,0
663,1999,4,3,1,10.14453926,-2,6.701720091,2,0.320899993,103.1434755,0
663,2000,4,4,1,10.16259553,-2,6.709481374,12,0.324099988,108.8051214,0
663,2001,3,4,1,10.18489444,-2,6.717448806,5,0.325800002,107.7758476,0
663,2002,3,3,1,10.2093164,-2,6.725707989,12,0.329400003,112.4620061,0
663,2003,3,3,1,10.22702175,-2,6.735122032,2,0.335599989,114.1052856,0
663,2004,4,3,1,10.26272078,-2,6.746653189,5,0.344000012,132.7634584,0
663,2005,3,4,1,10.29673358,-2,6.760847145,1,0.351099998,144.8808579,0
663,2006,4,3,1,10.33053248,-2,6.777538463,11,0.349099994,139.787807,0
663,2007,4,4,1,10.36466227,-3,6.796246754,2,0.343199998,143.974078,0
663,2008,5,4,1,10.39498833,-3,6.816670608,2,0.333600014,142.02586,0
663,2009,5,5,1,10.41814438,-3,6.83842466,15,0.313499987,113.9344138,0
663,2010,4,5,1,10.42806837,-3,6.861028674,0,0.310600013,115.6641046,0
666,1994,6,4,1,11.114641,6,6.732313327,0,0.95690000099999994,63.13622155,0
666,1995,4,6,1,11.14240824,6,6.74390155,26,0.957099974,62.71453528,0
666,1996,3,4,1,11.16373369,6,6.755264891,34,0.952000022,61.26490593,0
666,1997,5,3,1,11.18047569,6,6.766115283,16,0.944100022,60.47610554,0
666,1998,4,5,1,11.19715921,6,6.776047071,55,0.942200005,59.77781579,0
666,1999,5,4,1,11.21048172,6,6.787106093,37,0.944100022,67.82766259,0
666,2000,5,5,1,11.24170831,6,6.798581595,93,0.94599998,71.2320923,0
666,2001,6,5,1,11.24222329,6,6.808818425,57,0.953000009,64.9934079,0
666,2002,6,6,1,11.24215864,6,6.81756537,32,0.954699993,68.68533679,0
666,2003,6,6,1,11.246353300000001,6,6.825406642,44,0.957400024,70.01919027,0
666,2004,6,6,1,11.26416353,6,6.833083334,95,0.957799971,78.1619402,0
666,2005,6,6,1,11.2808264,6,6.840739501,85,0.959100008,81.65993759,0
666,2006,6,6,1,11.30434401,6,6.848416985,61,0.959299982,81.4229138,0
666,2007,6,6,1,11.32872201,6,6.856130493,74,0.957099974,81.84365248,0
666,2008,5,6,1,11.34154333,6,6.863846078,46,0.953000009,77.57704141,0
666,2009,6,5,1,11.3455384,6,6.874226616,125,0.949000001,63.8830222,0
666,2010,6,6,1,11.36920843,6,6.882160101,122,0.945100009,67.57130053,0
670,1994,4,4,1,11.54240586,-10,7.260416539,0,0.226999998,60.0713174,0
670,1995,4,4,1,11.54332539,-10,7.270417645,0,0.234300002,65.04176706,0
670,1996,5,4,1,11.55463087,-10,7.279526528,0,0.241400003,66.65385559,0
670,1997,4,5,1,11.55939905,-10,7.287961584,0,0.245399997,65.18811703,0
670,1998,3,4,1,11.57178567,-10,7.296298825,0,0.246600002,56.08838061,0
670,1999,3,3,1,11.55512711,-10,7.305233685,0,0.243000001,57.84608697,0
670,2000,3,3,1,11.57889467,-10,7.315211093,2,0.237000003,68.16645136,0
670,2001,3,3,1,11.57360487,-10,7.32638998,1,0.229399994,63.56062864,0
670,2002,3,3,1,11.56118489,-10,7.338562325,2,0.220899999,64.59277916,0
670,2003,3,3,1,11.60745395,-10,7.351344951,13,0.210299999,69.83119597,0
670,2004,4,3,1,11.64071095,-10,7.364225988,4,0.196400002,75.08283666,0
670,2005,3,4,1,11.66426768,-10,7.376872159,0,0.178800002,81.95407594,0
670,2006,4,3,1,11.6762115,-10,7.389136126,1,0.162599996,89.94460468,0
670,2007,5,4,1,11.68416018,-10,7.401135006,3,0.139899999,94.8633171,0
670,2008,5,5,1,11.71048801,-10,7.413107576,4,0.1215,96.10263087,0
670,2009,6,5,1,11.70145141,-10,7.425376108,3,0.104699999,84.85834156,0
670,2010,5,6,1,11.72280415,-10,7.43809059,1,0.094499998,82.54982767,0
692,1994,2,3,1,10.07495395,-9,5.74003329,0,0.237200007,155.1781716,0
692,1995,4,2,1,10.09169485,-9,5.751045724,2,0.236000001,152.4643154,0
692,1996,5,4,1,10.10918732,-9,5.762427966,22,0.235599995,164.1154193,0
692,1997,3,5,1,10.12241649,-9,5.774466599,2,0.236000001,148.5820781,0
692,1998,5,3,1,10.14273635,-9,5.787956123,0,0.235200003,128.4891015,0
692,1999,3,5,1,10.16102065,-9,5.803826382,0,0.234799996,141.8316988,0
692,2000,5,3,1,10.18344931,-9,5.822567525,1,0.230900005,135.8091353,0
692,2001,2,5,1,10.19413482,-8,5.84357223,1,0.224399999,127.0262663,0
692,2002,1,2,1,10.20843921,-7,5.866373599,5,0.220899999,131.1336342,0
692,2003,1,1,1,10.23495794,-7,5.891374636,13,0.218500003,128.0915822,0
692,2004,2,1,1,10.26426443,-7,5.918996458,31,0.216600001,140.73731,0
692,2005,2,2,1,10.2927096,-7,5.948981871,12,0.215299994,148.3135251,0
692,2006,2,2,1,10.31992462,-7,5.981554962,25,0.214499995,147.1041811,0
692,2007,2,2,1,10.35452885,-7,6.015325799,21,0.215200007,137.7850506,0
692,2008,2,2,1,10.38082442,-7,6.047135014,10,0.218400002,145.882662,0
692,2009,1,2,1,10.39171992,-7,6.073746203,8,0.217500001,117.9637254,0
692,2010,3,1,1,10.41015733,-5,6.093722785,4,0.216199994,120.4723945,0
70,1994,7,5,0,11.87790438,4,7.954996562,0,0.439700007,30.70997185,1
70,1995,6,7,0,11.8496847,4,7.962195417,18,0.445100009,46.32101929,1
70,1996,7,6,0,11.87814708,4,7.969169077,17,0.451200008,50.41920008,1
70,1997,6,7,0,11.90690851,6,7.9759416420000004,21,0.458600014,48.77736168,1
70,1998,5,6,0,11.92877569,6,7.982525949,35,0.466199994,50.99612163,1
70,1999,5,5,1,11.94057226,6,7.988937048,22,0.474299997,50.61797144,1
70,2000,6,5,1,11.9615236,8,7.995195611,21,0.48089999,52.43268175,1
70,2001,6,6,1,11.95976382,8,8.001292936,37,0.484899998,47.16607302,1
70,2002,6,6,1,11.95959083,8,8.007255859,11,0.488200009,46.69791471,1
70,2003,5,6,1,11.96582752,8,8.013178707,16,0.490700006,50.20568946,1
70,2004,5,5,1,11.98252902,8,8.019178342,79,0.4912,58.42432149,1
70,2005,5,5,1,11.99243775,8,8.025327182,51,0.4912,62.35912383,1
70,2006,7,5,1,12.01153238,8,8.031651411,330,0.49149999,56.09272463,1
70,2007,6,7,1,12.02137125,8,8.038105307,95,0.490799993,56.79527936,1
70,2008,6,6,1,12.02631259,8,8.044599613,55,0.4912,57.77703093,1
70,2009,5,6,1,12.00272747,8,8.05101309,64,0.493900001,55.96776976,1
70,2010,5,5,1,12.02440356,8,8.057258859,59,0.497599989,60.76031847,1
702,1994,8,8,0,9.468777885,-6,6.75428464,0,0.175099999,86.36584158,0
702,1995,8,8,0,9.411201063,-6,6.760784998,0,0.1743,137.5159026,0
702,1996,8,8,0,9.331846072,-6,6.767256447,4,0.172000006,156.6705901,0
702,1997,7,8,0,9.339084489,-5,6.773669813,0,0.171700001,181.5901196,0
702,1998,7,7,0,9.361565928,-1,6.780129149,2,0.169799998,106.8955428,0
702,1999,6,7,0,9.377342803,-1,6.786727365,0,0.174199998,133.605948,0
702,2000,7,6,0,9.412068792,-1,6.79353483,0,0.177000001,175.3512061,0
702,2001,4,7,0,9.451803402,-1,6.800614883,0,0.177699998,146.6573056,0
702,2002,5,4,0,9.496491658,-1,6.807999313,0,0.177399993,138.6839688,0
702,2003,3,5,0,9.541534832,-3,6.815680466,0,0.177300006,137.669593,0
702,2004,3,3,0,9.584387345,-3,6.823629986,0,0.174199998,128.3381707,0
702,2005,3,3,0,9.612324968,-3,6.831826343,1,0.170900002,126.9946993,0
702,2006,4,3,0,9.641905387,-3,6.840268422,5,0.172800004,141.1539121,0
702,2007,4,4,0,9.674363531,-3,6.848969037,0,0.182099998,145.5280997,0
702,2008,4,4,0,9.707427355,-3,6.857931048,2,0.184100002,114.4801491,0
702,2009,4,4,0,9.724012895,-3,6.867158186,0,0.192499995,85.97813704,0
702,2010,4,4,0,9.751446828,-3,6.876644649,0,0.208100006,73.49304451,0
705,1994,2,1,0,10.80893754,-3,7.206696351,0,0.174999997,84.18173901,0
705,1995,2,2,0,10.77178023,-4,7.199086386,1,0.146599993,82.52240704,0
705,1996,3,2,0,10.77394629,-4,7.192508744,1,0.130799994,71.27357329,0
705,1997,1,3,0,10.78126724,-4,7.185647047,4,0.1206,72.3595507,0
705,1998,2,1,0,10.77293625,-4,7.178150715,1,0.118000001,65.20418275,0
705,1999,3,2,0,10.78450669,-4,7.17401402,1,0.1259,82.57915136,0
705,2000,3,3,0,10.82510903,-4,7.172708748,0,0.1347,105.6996926,0
705,2001,2,3,0,10.88010489,-4,7.171970146,0,0.136899993,92.84906851,0
705,2002,2,2,0,10.92070723,-6,7.171988063,1,0.140200004,94.03168565,0
705,2003,4,2,0,10.95932739,-6,7.173449039,0,0.146400005,91.46333243,0
705,2004,4,4,0,10.99913795,-6,7.176467051,2,0.1523,96.4091997,1
705,2005,4,4,0,11.03934272,-6,7.180327457,9,0.160899997,97.76250302,1
705,2006,4,4,0,11.08349187,-6,7.184920837,4,0.160799995,91.4535268,1
705,2007,5,4,0,11.12052129,-6,7.189888548,5,0.156599998,92.1616331,1
705,2008,4,5,0,11.1346201,-6,7.195179842,0,0.153600007,94.29480465,1
705,2009,4,4,0,11.1398004,-6,7.206632208,2,0.146799996,75.76606746,1
705,2010,4,4,0,11.17039961,-6,7.212769968,1,0.149800003,74.1382659,1
710,1994,8,5,1,12.12389409,-7,9.076216135,0,0.239899993,35.76981499,1
710,1995,8,8,1,12.16901868,-7,9.080934784,14,0.239500001,34.27409603,1
710,1996,5,8,1,12.21012581,-7,9.085486805,20,0.239199996,33.81474547,1
710,1997,6,5,1,12.24847107,-7,9.089931592,29,0.238900006,34.53301736,1
710,1998,6,6,1,12.28124251,-7,9.094098866,25,0.239700004,32.42469627,1
710,1999,6,6,1,12.31332718,-7,9.097859211,48,0.241699994,33.52456673,1
710,2000,5,6,1,12.34872338,-7,9.101281263,45,0.243699998,39.41053879,1
710,2001,6,5,1,12.38351197,-7,9.104435894,43,0.246299997,38.52735928,1
710,2002,7,6,1,12.42145749,-7,9.107345665,25,0.248799995,42.74740363,1
710,2003,7,7,1,12.46299063,-7,9.110050716,33,0.249599993,51.803988,1
710,2004,7,7,1,12.50482278,-7,9.112630134,38,0.250699997,59.50552422,1
710,2005,8,7,1,12.55169148,-7,9.115184328,80,0.251800001,62.20789287,1
710,2006,7,8,1,12.60368988,-7,9.117609317,82,0.252499998,64.4788839,1
710,2007,7,7,1,12.66147572,-7,9.119877515,83,0.253199995,62.19336894,1
710,2008,7,7,1,12.701501499999999,-7,9.122102783,326,0.253500015,57.61271765,1
710,2009,8,7,1,12.74051822,-7,9.124262883,192,0.253500015,45.18487605,1
710,2010,8,8,1,12.78441472,-7,9.12636035,81,0.254299998,50.71707222,1
712,1994,1,1,0,9.498598924,9,6.358026077,0,0.652100027,99.15729509,0
712,1995,2,1,0,9.525444323,9,6.361353804,0,0.67930001,82.10365876,0
712,1996,1,2,0,9.535044323,10,6.364845053,0,0.691500008,77.97407569,0
712,1997,1,1,0,9.551646133,10,6.368423383,1,0.702300012,99.991449,0
712,1998,2,1,0,9.565914324,10,6.372113345,1,0.705200016,107.3512108,0
712,1999,1,2,0,9.579048155,10,6.375887561,0,0.68870002,112.2413385,0
712,2000,2,1,0,9.583997134,10,6.379743762,0,0.647800028,121.8866098,0
712,2001,1,2,0,9.596634919,10,6.383741422,0,0.626600027,115.8183269,0
712,2002,1,1,0,9.616718374,10,6.38797164,3,0.619300008,118.5172531,0
712,2003,2,1,0,9.646120962,10,6.392479224,2,0.619199991,120.2993935,0
712,2004,3,2,0,9.689975839,10,6.397312608,1,0.61500001,131.3293182,0
712,2005,2,3,0,9.720387983,10,6.402506238,6,0.618600011,122.3814599,0
712,2006,4,2,0,9.756042754,10,6.408045847,27,0.627499998,112.9299831,0
712,2007,4,4,0,9.798413538,10,6.413939835,0,0.635500014,117.8804264,0
712,2008,4,4,0,9.835442886,10,6.420269054,28,0.647400022,121.1980134,0
712,2009,2,4,0,9.829898185,10,6.427128269,0,0.667299986,107.8137572,0
712,2010,2,2,0,9.85669759,10,6.434552298,4,0.694199979,103.3500317,0
732,1994,4,4,0,11.69559024,6,7.649739168,0,0.626800001,48.87549439,1
732,1995,4,4,0,11.73528424,6,7.654109043,47,0.638899982,52.78512363,1
732,1996,4,4,0,11.76707494,6,7.658246911,27,0.64410001,53.50437959,1
732,1997,3,4,0,11.79206164,6,7.662319351,27,0.639800012,58.63297829,1
732,1998,2,3,0,11.76762554,8,7.665454371,18,0.630400002,69.98776686,1
732,1999,3,2,0,11.81415433,8,7.668541312,18,0.613300025,61.43607395,1
732,2000,3,3,0,11.85127976,8,7.6721728,35,0.601199985,67.94719204,1
732,2001,3,3,0,11.87050105,8,7.675504888,65,0.604799986,63.9110626,1
732,2002,4,3,0,11.90163647,8,7.678014925,18,0.622099996,60.15370786,1
732,2003,3,4,0,11.91419237,8,7.680265966,69,0.652199984,63.39299554,1
732,2004,3,3,0,11.93496683,8,7.681987212,127,0.677200019,72.76108631,1
732,2005,3,3,0,11.95168132,8,7.682907907,94,0.688899994,71.1843142,1
732,2006,3,3,0,11.97359885,8,7.685188821,156,0.690999985,73.55135,1
732,2007,2,3,0,11.99670076,8,7.687383024,48,0.687399983,77.24300743,1
732,2008,3,2,0,12.00881726,8,7.690680695,77,0.677200019,99.93356223,1
732,2009,2,3,0,12.01187903,8,7.692915934,107,0.657800019,90.41263765,1
732,2010,3,2,0,12.03921577,8,7.695079698,35,0.638999999,95.6540858,1
740,1994,1,1,0,12.69272886,10,8.096774492,0,0.989799976,16.10447231,0
740,1995,1,1,0,12.7044774,10,8.098432583,2,0.989799976,16.67948188,0
740,1996,1,1,0,12.71773622,10,8.099532168,17,0.989400029,18.52450015,0
740,1997,1,1,0,12.72238463,10,8.100566967,9,0.989199996,20.04073819,0
740,1998,1,1,0,12.7174558,10,8.101747074,4,0.989199996,19.23202171,0
740,1999,1,1,0,12.71636065,10,8.102540036,8,0.989199996,18.34895982,0
740,2000,1,1,0,12.72826773,10,8.103266505,17,0.989199996,19.81965271,0
740,2001,1,1,0,12.73002847,10,8.104312949,45,0.989099979,19.79812812,0
740,2002,1,1,0,12.73054084,10,8.105322802,9,0.989099979,20.68561136,0
740,2003,1,1,0,12.73712741,10,8.106252109,21,0.988900006,21.5831294,0
740,2004,1,1,0,12.7465984,10,8.106398302,37,0.988799989,23.92235646,0
740,2005,1,1,0,12.75375996,10,8.106439092,54,0.988499999,26.51549378,0
740,2006,0,1,0,12.75988305,10,8.10671432,20,0.988300025,30.33178162,0
740,2007,1,0,0,12.76700885,10,8.107213363,52,0.988099992,33.09388849,0
