year,ifs,cowcode,country.x,police,polity2_P4,additive_FA,additive_FA_lagged,gdp_WDI_log10,gdp_WDI,pop_WDI_log10,pop_WDI,cameo_protests,trade_WDI,lji_LS,repress_index,repress_index_lagged,geocode,countryname,auton,author
1998,COL,100,Colombia,1,7,0,0,11.29059549,195000000000,7.58392738,38364309,5,35.90892305,0.515299976,8,8,Colombia,Colombia,0,1
1998,CUB,40,Cuba,0,-7,3,4,10.53700375,34435290194,7.042917616,11038692,1,32.50463298,0.043099999,5,4,Cuba,Cuba,0,0
1998,CZE,316,Czech Republic,0,10,7,8,11.15706975,144000000000,7.0125999,10294373,0,84.68860957,0.869799972,1,0,Czech Republic,Czech Rep.,0,1
1998,DEU,255,German Federal Republic,0,10,8,8,12.47338623,2970000000000,7.914063738,82047195,0,51.58497235,0.978299975,0,0,Germany,FRG/Germany,0,1
1998,DOM,42,Dominican Republic,1,8,2,4,10.49071876,30954141508,6.914577222,8214426,3,75.91130271,0.459100008,6,4,Dominican Republic,Dom. Rep.,0,0
1998,ECU,130,Ecuador,1,9,6,4,10.68344401,48244078213,7.086304615,12198449,6,43.39510795,0.520399988,2,4,Ecuador,Ecuador,0,0
1998,EGY,651,Egypt,1,-6,5,4,11.08232212,121000000000,7.820859754,66200269,5,41.927627,0.373699993,3,4,Egypt,Egypt,0,0
1998,ESP,230,Spain,0,10,8,6,12.02035299,1050000000000,7.604479955,40223509,3,52.66145437,0.915000021,0,2,Spain,Spain,1,1
1998,FRA,220,France,1,9,6,8,12.33668783,2170000000000,7.779497559,60186288,23,49.50676679,0.746599972,2,0,France,France,1,1
1998,GEO,372,Georgia,0,5,1,1,9.80328728,6357513331,6.627735157,4243607,3,53.56666932,0.338099986,7,7,Georgia,Georgia,1,0
1998,GHA,452,Ghana,0,2,7,5,10.22930168,16955151545,7.263805399,18357156,0,80.59954325,0.345600009,1,3,Ghana,Ghana,0,0
1998,GRC,350,Greece,1,10,8,6,11.37071474,235000000000,7.030215406,10720509,18,42.26828025,0.83950001,0,2,Greece,Greece,1,0
1998,HUN,310,Hungary,0,10,8,7,10.99665748,99233310109,7.011425373,10266570,1,107.4299006,0.928600013,0,1,Hungary,Hungary,0,0
1998,IND,750,India,1,9,0,0,11.88801147,773000000000,9.008380236,1019483581,90,23.69947008,0.719600022,8,8,India,India,0,1
1998,ITA,325,Italy/Sardinia,1,10,8,7,12.29254403,1960000000000,7.755163738,56906744,3,45.09273823,0.930299997,0,1,Italy,Italy,1,1
1998,MAR,600,Morocco,1,-6,6,3,10.74691624,55836249261,7.44886769,28110443,5,50.79768215,0.308600008,2,5,Morocco,Morocco,0,0
1998,MEX,70,Mexico,0,6,3,2,11.92877569,849000000000,7.982525949,96056321,35,50.99612163,0.466199994,5,6,Mexico,Mexico,0,1
1998,MOZ,541,Mozambique,1,5,4,3,9.656358603,4532716982,7.225669726,16813949,1,35.57719469,0.291500002,4,5,Mozambique,Mozambique,0,0
1998,NGA,475,Nigeria,1,-1,4,2,11.20461642,160000000000,8.065653494,116319759,40,39.27860747,0.116800003,4,6,Nigeria,Nigeria,0,0
1998,NPL,790,Nepal,0,5,1,3,9.992542814,9829757721,7.362819431,23057883,0,56.70960129,0.479600012,7,5,Nepal,Nepal,0,1
1998,SDN,625,Sudan,1,-7,0,0,10.4921603,31057056883,7.415232528,26015521,1,21.87513604,0.0469,8,8,Sudan,Sudan,1,1
1998,SGP,830,Singapore,0,-2,7,5,11.07288928,118000000000,6.594084457,3927213,0,312.0792557,0.429500014,1,3,Singapore,Singapore,0,0
1998,SLV,92,El Salvador,1,7,6,7,10.18163076,15192553144,6.763260608,5797765,1,60.87229075,0.471899986,2,1,El Salvador,El Salvador,0,0
1998,TCD,483,Chad,1,-2,1,2,9.59325094,3919682952,6.890423702,7770048,0,48.0589829,0.019200001,7,6,Chad,Chad,0,0
1998,USA,2,United States of America,0,10,7,7,13.06333711,11600000000000,8.440679286,275854000,0,22.82589093,0.99089998,1,1,United States,USA,1,1
1998,VEN,101,Venezuela,1,8,3,2,11.47184889,296000000000,7.36714271,23288564,4,43.59939293,0.446399987,5,6,Venezuela,Venezuela,0,1
1999,ARG,160,Argentina,1,8,4,3,11.48521161,306000000000,7.561902633,36467218,10,21.38274496,0.496600002,4,5,Argentina,Argentina,0,1
1999,AUS,900,Australia,0,10,7,7,11.91222365,817000000000,7.277058836,18926000,24,39.13464841,0.984799981,1,1,Australia,Australia,0,1
1999,AUT,305,Austria,1,10,7,6,11.51256033,326000000000,6.902673081,7992324,1,78.26014034,0.974900007,1,2,Austria,Austria,0,1
1999,BEL,211,Belgium,0,10,7,7,11.59249875,391000000000,7.009723583,10226419,6,125.1699905,0.964399993,1,1,Belgium,Belgium,0,1
1999,BEN,434,Benin,1,6,8,7,9.653904293,4507173673,6.823741375,6664098,3,64.67000785,0.463499993,0,1,Benin,Benin,0,1
1999,BGD,771,Bangladesh,1,6,4,3,10.80376135,63644568604,8.097568429,125189651,57,28.38794056,0.4542,4,5,Bangladesh,Bangladesh,0,0
1999,BGR,355,Bulgaria,1,8,5,4,10.48918856,30845268715,6.914376164,8210624,4,90.70963539,0.551199973,3,4,Bulgaria,Bulgaria,0,0
1999,BHR,692,Bahrain,1,-9,5,3,10.16102065,14488407447,5.803826382,636541,0,141.8316988,0.234799996,3,5,Bahrain,Bahrain,0,0
1999,BRA,140,Brazil,1,8,4,2,12.16850632,1470000000000,8.236332347,172318675,31,20.98216648,0.532599986,4,6,Brazil,Brazil,0,1
1999,BWA,571,Botswana,1,8,7,6,9.924105276,8396635030,6.206897084,1610264,0,98.9290812,0.864899993,1,2,Botswana,Botswana,0,1
1999,CAN,20,Canada,0,10,8,7,12.06093192,1150000000000,7.482891955,30401286,9,80.39091729,0.981400013,0,1,Canada,Canada,0,1
1999,CHL,155,Chile,1,8,4,2,11.13740159,137000000000,7.180779407,15162800,9,55.34726711,0.776799977,4,6,Chile,Chile,0,0
1999,CIV,437,Cote D<U+0092>Ivoire,1,-1,3,3,10.35739008,22771418229,7.205003226,16032573,6,76.54000125,0.306400001,5,5,Ivory Coast,Cote d'Ivoire,0,0
1999,COL,100,Colombia,1,7,1,0,11.27194378,187000000000,7.591058716,38999471,2,36.14927931,0.506600022,7,8,Colombia,Colombia,0,1
1999,CUB,40,Cuba,0,-7,4,3,10.56308228,36566406042,7.044722768,11084670,2,31.86893225,0.0462,4,5,Cuba,Cuba,0,0
1999,CZE,316,Czech Republic,0,10,8,7,11.16324787,146000000000,7.012156156,10283860,12,86.26125292,0.853100002,0,1,Czech Republic,Czech Rep.,0,1
1999,DEU,255,German Federal Republic,0,10,6,8,12.48152575,3030000000000,7.914344443,82100243,0,53.36584963,0.978399992,2,0,Germany,FRG/Germany,0,1
1999,DOM,42,Dominican Republic,1,8,4,2,10.51577893,32792832723,6.921336975,8343283,6,76.30275328,0.471300006,4,6,Dominican Republic,Dom. Rep.,0,0
1999,ECU,130,Ecuador,1,9,3,6,10.66235739,45957605226,7.094894211,12442115,23,49.2012508,0.493999988,5,2,Ecuador,Ecuador,0,0
1999,EGY,651,Egypt,1,-6,3,5,11.10784737,128000000000,7.829404074,67515591,0,38.36150845,0.367799997,5,3,Egypt,Egypt,0,0
1999,ESP,230,Spain,0,10,7,8,12.03942998,1100000000000,7.60624025,40386875,9,54.63646695,0.913200021,1,0,Spain,Spain,1,1
1999,FRA,220,France,1,9,6,6,12.35129759,2250000000000,7.781731814,60496718,9,49.7609206,0.731299996,2,2,France,France,1,0
1999,GHA,452,Ghana,0,2,6,7,10.24800216,17701177686,7.274443258,18812359,4,81.70510403,0.360100001,2,1,Ghana,Ghana,0,0
1999,GRC,350,Greece,1,10,7,8,11.38385664,242000000000,7.0318808,10761698,27,47.37759844,0.834100008,1,0,Greece,Greece,1,0
1999,GTM,90,Guatemala,1,8,4,5,10.45830476,28727958122,7.056417063,11387203,0,46.36050685,0.409299999,4,3,Guatemala,Guatemala,0,0
1999,HUN,310,Hungary,0,10,7,8,11.00979497,102000000000,7.010195187,10237530,4,114.0257748,0.92019999,1,0,Hungary,Hungary,0,0
1999,IND,750,India,1,9,0,0,11.92482336,841000000000,9.016221685,1038058156,175,24.81559804,0.717299998,8,8,India,India,0,1
1999,ITA,325,Italy/Sardinia,1,10,5,8,12.29954652,1990000000000,7.75523679,56916317,10,44.6207908,0.919399977,3,0,Italy,Italy,1,1
1999,MAR,600,Morocco,1,-6,4,6,10.7515872,56440024805,7.454166358,28455509,7,53.98669265,0.321799994,4,2,Morocco,Morocco,0,0
1999,MEX,70,Mexico,1,6,3,3,11.94057226,872000000000,7.988937048,97484832,22,50.61797144,0.474299997,5,5,Mexico,Mexico,0,1
1999,MOZ,541,Mozambique,1,5,3,4,9.704417774,5063114793,7.236642749,17244188,1,44.61347831,0.293900013,5,4,Mozambique,Mozambique,0,0
1999,MYS,820,Malaysia,1,3,5,5,11.17405108,149000000000,7.355284782,22661298,47,217.5709194,0.432000011,3,3,Malaysia,Malaysia,0,1
1999,NGA,475,Nigeria,1,4,2,4,11.20714406,161000000000,8.076495034,119260063,19,34.45783118,0.210199997,6,4,Nigeria,Nigeria,0,0
1999,NPL,790,Nepal,0,6,2,1,10.01129561,10263502983,7.371251964,23509964,4,52.56698125,0.466800004,6,7,Nepal,Nepal,0,1
1999,SDN,625,Sudan,1,-7,0,0,10.50543621,32021097644,7.425314409,26626520,0,24.71436749,0.046599999,8,8,Sudan,Sudan,1,1
1999,SLV,92,El Salvador,1,7,5,6,10.19091384,15520790788,6.766773073,5844846,2,60.99048962,0.469300002,3,2,El Salvador,El Salvador,0,0
1999,USA,2,United States of America,0,10,7,7,13.08350262,12100000000000,8.445666463,279040000,0,23.27347266,0.9903,1,1,United States,USA,1,1
1999,VEN,101,Venezuela,1,7,4,3,11.44511359,279000000000,7.375477806,23739841,5,42.07023048,0.432900012,4,5,Venezuela,Venezuela,0,1
2000,AUS,900,Australia,0,10,7,7,11.92897777,849000000000,7.282236809,19153000,66,41.02901118,0.984799981,1,1,Australia,Australia,0,1
2000,AUT,305,Austria,1,10,5,7,11.52697862,336000000000,6.903717415,8011566,18,85.36049562,0.9745,3,1,Austria,Austria,0,1
2000,BEL,211,Belgium,0,10,8,7,11.60834736,406000000000,7.010776825,10251250,2,142.2301351,0.963400006,0,1,Belgium,Belgium,0,1
2000,BEN,434,Benin,1,6,7,8,9.67863615,4771293694,6.8367007,6865951,0,55.99169036,0.446500003,1,0,Benin,Benin,0,1
2000,BGD,771,Bangladesh,1,6,2,4,10.82616206,67013463193,8.106047539,127657854,41,29.32171436,0.443399996,6,4,Bangladesh,Bangladesh,0,0
2000,BGR,355,Bulgaria,1,8,4,5,10.50940797,32315283606,6.912231199,8170172,3,78.29438767,0.539099991,4,3,Bulgaria,Bulgaria,0,0
2000,BHR,692,Bahrain,1,-9,3,5,10.18344931,15256303191,5.822567525,664611,1,135.8091353,0.230900005,5,3,Bahrain,Bahrain,0,0
2000,BLR,370,Belarus (Byelorussia),1,-7,4,5,10.45841256,28735090095,6.99911357,9979610,36,141.609166,0.163200006,4,3,Belarus,Belarus,0,0
2000,BRA,140,Brazil,1,8,2,4,12.18715678,1540000000000,8.242517427,174790340,36,22.63976136,0.535700023,6,4,Brazil,Brazil,0,1
2000,BWA,571,Botswana,1,8,7,7,9.932653057,8563534596,6.215725841,1643334,0,91.92472969,0.880500019,1,1,Botswana,Botswana,0,1
2000,CAF,482,Central African Republic,1,5,3,5,9.186929472,1537904869,6.561152327,3640427,7,45.65978199,0.289000005,5,3,Central African Republic,Cent. Af. Rep.,0,0
2000,CAN,20,Canada,0,10,7,8,12.08177923,1210000000000,7.486936459,30685730,12,83.04164705,0.98150003,1,0,Canada,Canada,0,1
2000,CIV,437,Cote D<U+0092>Ivoire,1,4,1,3,10.34831293,22300414202,7.216289124,16454668,60,74.63780424,0.315800011,7,5,Ivory Coast,Cote d'Ivoire,0,0
2000,COL,100,Colombia,1,7,0,1,11.28446457,193000000000,7.598023722,39629968,17,32.66708547,0.492799997,8,7,Colombia,Colombia,0,1
2000,CUB,40,Cuba,0,-7,4,4,10.58803876,38729221264,7.04635584,11126430,6,31.07598788,0.051800001,4,4,Cuba,Cuba,0,0
2000,CZE,316,Czech Republic,0,10,7,8,11.18139192,152000000000,7.010938333,10255063,84,98.2331208,0.832499981,1,0,Czech Republic,Czech Rep.,0,1
2000,DEU,255,German Federal Republic,0,10,8,6,12.49392068,3120000000000,7.914932615,82211508,0,61.526061,0.978799999,0,2,Germany,FRG/Germany,0,1
2000,DOM,42,Dominican Republic,1,8,4,4,10.53556698,34321556630,6.927951139,8471321,1,79.3003931,0.474299997,4,4,Dominican Republic,Dom. Rep.,0,0
2000,ECU,130,Ecuador,1,6,6,3,10.66707333,46459371078,7.103157715,12681123,21,59.4646993,0.483200014,2,5,Ecuador,Ecuador,0,0
2000,EGY,651,Egypt,1,-6,4,3,11.1346647,136000000000,7.837787619,68831561,11,39.0179359,0.361999989,4,5,Egypt,Egypt,0,0
2000,ESP,230,Spain,0,10,6,7,12.0616334,1150000000000,7.608182142,40567864,20,60.08233375,0.91109997,2,1,Spain,Spain,1,1
2000,FRA,220,France,1,9,6,6,12.36801153,2330000000000,7.784706424,60912500,4,55.86124572,0.717700005,2,2,France,France,1,1
2000,GEO,372,Georgia,0,5,5,2,9.8234842,6660152912,6.610354666,4077131,9,62.66139564,0.351900011,3,6,Georgia,Georgia,1,0
2000,GHA,452,Ghana,0,2,5,6,10.26378092,18356121267,7.285081259,19278856,2,116.0484302,0.376800001,3,2,Ghana,Ghana,0,0
2000,GRC,350,Greece,1,10,7,7,11.40055526,252000000000,7.033657247,10805808,2,58.41567754,0.819999993,1,1,Greece,Greece,1,0
2000,GTM,90,Guatemala,1,8,2,4,10.47370169,29764712424,7.066353622,11650743,5,49.1455879,0.416000009,6,4,Guatemala,Guatemala,0,0
2000,HUN,310,Hungary,0,10,8,7,11.028823300000001,107000000000,7.009067043,10210971,6,137.4066012,0.902700007,0,1,Hungary,Hungary,0,0
2000,IND,750,India,1,9,1,0,11.94119181,873000000000,9.023900556,1056575549,240,26.90092291,0.71450001,7,8,India,India,0,1
2000,ITA,325,Italy/Sardinia,1,10,7,5,12.31568912,2070000000000,7.755433541,56942108,17,50.40558983,0.897899985,1,3,Italy,Italy,1,1
2000,MAR,600,Morocco,1,-6,4,4,10.75981624,57519650790,7.459297159,28793679,15,59.16182679,0.331499994,4,4,Morocco,Morocco,0,0
2000,MEX,70,Mexico,1,8,2,3,11.9615236,915000000000,7.995195611,98899845,21,52.43268175,0.48089999,6,5,Mexico,Mexico,0,1
2000,MOZ,541,Mozambique,1,5,2,3,9.70954902,5123290955,7.248265814,17711927,17,47.16447668,0.298200011,6,5,Mozambique,Mozambique,0,0
2000,NGA,475,Nigeria,1,4,1,2,11.22840036,169000000000,8.087369104,122283850,18,48.99559947,0.262199998,7,6,Nigeria,Nigeria,0,0
2000,NPL,790,Nepal,0,6,1,2,10.03742013,10899840167,7.379144282,23941110,18,55.710589,0.441300005,7,6,Nepal,Nepal,0,1
2000,SDN,625,Sudan,1,-7,0,0,10.53215683,34053114158,7.435764998,27275015,8,29.40423446,0.045600001,8,8,Sudan,Sudan,0,1
2000,SGP,830,Singapore,0,-2,6,6,11.13464559,136000000000,6.605077278,4027887,0,364.3645205,0.444099993,2,2,Singapore,Singapore,0,0
2000,SLV,92,El Salvador,1,7,6,5,10.19577692,15695563747,6.769963081,5887936,0,68.7100889,0.46509999,2,3,El Salvador,El Salvador,0,0
2000,TCD,483,Chad,1,-2,3,3,9.586437879,3858672133,6.921980448,8355654,0,51.57117201,0.0207,5,5,Chad,Chad,0,0
2000,USA,2,United States of America,0,10,7,7,13.10106968,12600000000000,8.450499158,282162411,0,25.04363522,0.989799976,1,1,United States,USA,1,1
2000,VEN,101,Venezuela,1,7,4,4,11.46083773,289000000000,7.38367978,24192446,2,47.85722155,0.418900013,4,4,Venezuela,Venezuela,0,1
2001,ARG,160,Argentina,1,8,3,3,11.46218979,290000000000,7.571425249,37275652,120,21.85225545,0.492000014,5,5,Argentina,Argentina,0,1
2001,AUS,900,Australia,0,10,7,7,11.93728313,866000000000,7.288092655,19413000,75,44.36520836,0.984600008,1,1,Australia,Australia,0,1
2001,AUT,305,Austria,1,10,7,5,11.53244734,341000000000,6.905379891,8042293,13,87.53666476,0.97390002,1,3,Austria,Austria,0,1
2001,BEL,211,Belgium,0,10,7,8,11.61309622,410000000000,7.012270586,10286570,4,139.5768398,0.961799979,1,0,Belgium,Belgium,0,1
2001,BEN,434,Benin,1,6,7,7,9.701189928,5025623251,6.84983281,7076733,0,57.27591999,0.434799999,1,1,Benin,Benin,0,1
2001,BGD,771,Bangladesh,1,6,4,2,10.84767092,70415929567,8.11423958,130088702,120,32.09801707,0.430799991,4,6,Bangladesh,Bangladesh,0,0
2001,BGR,355,Bulgaria,1,9,5,4,10.5254807,33533640179,6.903585994,8009142,6,79.68748984,0.52670002,3,4,Bulgaria,Bulgaria,0,0
2001,BHR,692,Bahrain,1,-8,6,3,10.19413482,15636329787,5.84357223,697545,1,127.0262663,0.224399999,2,5,Bahrain,Bahrain,0,0
2001,BRA,140,Brazil,1,8,3,2,12.19314965,1560000000000,8.248454046,177196054,14,26.93628502,0.536199987,5,6,Brazil,Brazil,0,1
2001,BWA,571,Botswana,1,8,7,7,9.933739924,8584992576,6.223931315,1674678,0,87.52506557,0.891799986,1,1,Botswana,Botswana,0,1
2001,CAF,482,Central African Republic,1,5,2,3,9.205899196,1606568308,6.570778469,3722018,2,39.73049974,0.270999998,6,5,Central African Republic,Cent. Af. Rep.,0,0
2001,CAN,20,Canada,0,10,7,7,12.08784173,1220000000000,7.491654422,31020902,67,78.62104945,0.981700003,1,1,Canada,Canada,0,1
2001,CHL,155,Chile,1,9,6,4,11.17405399,149000000000,7.190782934,15516113,14,63.14312621,0.862900019,2,4,Chile,Chile,0,0
2001,CIV,437,Cote D<U+0092>Ivoire,1,4,2,1,10.34883972,22327480641,7.226677891,16853026,5,73.55035201,0.315600008,6,7,Ivory Coast,Cote d'Ivoire,0,0
2001,COL,100,Colombia,1,7,1,0,11.29169068,196000000000,7.604830263,40255967,20,33.90111179,0.477600008,7,8,Colombia,Colombia,0,1
2001,CUB,40,Cuba,0,-7,5,4,10.60165546,39962758543,7.047845774,11164667,3,29.36109638,0.058200002,3,4,Cuba,Cuba,0,0
2001,CZE,316,Czech Republic,0,10,8,7,11.19384504,156000000000,7.009306603,10216605,23,99.30997399,0.809300005,0,1,Czech Republic,Czech Rep.,0,1
2001,DEU,255,German Federal Republic,0,10,7,8,12.50123185,3170000000000,7.915663208,82349925,0,62.06283889,0.978699982,1,0,Germany,FRG/Germany,0,1
2001,DOM,42,Dominican Republic,1,8,4,4,10.54611928,35165700933,6.934427797,8598601,2,70.51056781,0.474900007,4,4,Dominican Republic,Dom. Rep.,0,0
2001,ECU,130,Ecuador,1,6,4,6,10.68417193,48325007475,7.111083213,12914667,12,50.74505716,0.475800008,4,2,Ecuador,Ecuador,0,0
2001,EGY,651,Egypt,1,-6,3,4,11.14975472,141000000000,7.846044149,70152661,10,39.81042654,0.354200006,5,4,Egypt,Egypt,0,0
2001,ESP,230,Spain,0,10,7,6,12.07838793,1200000000000,7.611196441,40850412,21,57.99715546,0.906199992,1,2,Spain,Spain,1,1
2001,FRA,220,France,1,9,7,6,12.37654229,2380000000000,7.787867161,61357430,26,54.95936809,0.708599985,1,2,France,France,1,1
2001,GEO,372,Georgia,0,5,4,5,9.843868076,6980203364,6.603617723,4014373,43,63.32992508,0.358700007,4,3,Georgia,Georgia,1,0
2001,GHA,452,Ghana,0,6,5,5,10.28081426,19090366136,7.295719417,19756928,1,110.0458542,0.40169999,3,3,Ghana,Ghana,0,0
2001,GRC,350,Greece,1,10,6,7,11.41813716,262000000000,7.035915076,10862132,6,56.13996927,0.816699982,2,1,Greece,Greece,1,0
2001,GTM,90,Guatemala,1,8,4,2,10.48371559,30458996622,7.076456421,11924946,13,69.54454875,0.421700001,4,6,Guatemala,Guatemala,0,0
2001,HUN,310,Hungary,0,10,7,8,11.04616727,111000000000,7.008070862,10187576,13,131.0450687,0.888700008,1,0,Hungary,Hungary,0,0
2001,IND,750,India,1,9,0,1,11.96165266,915000000000,9.031408499,1075000085,362,25.99325475,0.708999991,8,7,India,India,0,1
2001,ITA,325,Italy/Sardinia,1,10,7,7,12.32408276,2110000000000,7.755677474,56974100,159,50.034804629999996,0.866599977,1,1,Italy,Italy,1,1
2001,MEX,70,Mexico,1,8,2,2,11.95976382,912000000000,8.001292936,100298153,37,47.16607302,0.484899998,6,6,Mexico,Mexico,0,1
2001,MOZ,541,Mozambique,1,5,5,2,9.759114637,5742680268,7.260593373,18221888,7,49.47629281,0.301899999,3,6,Mozambique,Mozambique,0,0
2001,MYS,820,Malaysia,1,3,5,2,11.21315636,163000000000,7.374915416,23709119,35,203.364636,0.423099995,3,6,Malaysia,Malaysia,0,1
2001,NPL,790,Nepal,1,6,1,1,10.05778097,11423020739,7.386447347,24347106,66,55.79992108,0.397199988,7,7,Nepal,Nepal,0,1
2001,PHL,840,Philippines,0,8,2,0,11.1105089,129000000000,7.901310478,79672873,127,98.9089405,0.520399988,6,8,Philippines,Philippines,1,1
2001,SGP,830,Singapore,0,-2,7,6,11.12997654,135000000000,6.616791746,4138012,1,349.2921057,0.446999997,1,2,Singapore,Singapore,0,0
2001,SLV,92,El Salvador,1,7,7,6,10.19957045,15833263893,6.772835367,5927006,4,65.89073854,0.459899992,1,2,El Salvador,El Salvador,0,0
2001,USA,2,United States of America,0,10,5,7,13.10538414,12700000000000,8.45479755,284968955,0,22.84295783,0.989000022,3,1,United States,USA,1,1
2001,VEN,101,Venezuela,1,6,4,4,11.47533408,299000000000,7.391754761,24646472,18,42.14126802,0.404700011,4,4,Venezuela,Venezuela,0,1
2002,ARG,160,Argentina,1,8,4,3,11.41209414,258000000000,7.576131052,37681749,48,41.75272436,0.479900002,4,5,Argentina,Argentina,0,1
2002,AUS,900,Australia,0,10,7,7,11.95432261,900000000000,7.293393496,19651400,75,41.55727587,0.983799994,1,1,Australia,Australia,0,1
2002,AUT,305,Austria,1,10,7,7,11.53956158,346000000000,6.907516535,8081957,3,86.948168,0.973200023,1,1,Austria,Austria,0,1
2002,BEL,211,Belgium,0,10,8,7,11.62044734,417000000000,7.014217393,10332785,2,136.0851495,0.960600019,0,1,Belgium,Belgium,0,1
2002,BEN,434,Benin,1,6,7,7,9.720906211,5259036816,6.863048752,7295394,0,51.48426491,0.428600013,1,1,Benin,Benin,0,1
2002,BGD,771,Bangladesh,1,6,1,4,10.86400684,73115059421,8.122144045,132478086,25,28.96738072,0.417400002,7,4,Bangladesh,Bangladesh,0,0
2002,BGR,355,Bulgaria,1,9,6,5,10.55053049,35524705564,6.894158769,7837161,0,75.85413327,0.522599995,2,3,Bulgaria,Bulgaria,0,0
2002,BHR,692,Bahrain,1,-7,7,6,10.20843921,16159920213,5.866373599,735146,5,131.1336342,0.220899999,1,2,Bahrain,Bahrain,0,0
2002,BLR,370,Belarus (Byelorussia),1,-7,5,5,10.49984069,31611178884,6.994121214,9865548,7,131.0020583,0.165800005,3,3,Belarus,Belarus,0,0
2002,BRA,140,Brazil,1,8,4,3,12.20621312,1610000000000,8.254155222,179537520,5,27.6183574,0.532700002,4,5,Brazil,Brazil,0,1
2002,BWA,571,Botswana,1,8,7,7,9.959330572,9106061350,6.231633185,1704642,0,91.83577406,0.900900006,1,1,Botswana,Botswana,0,1
2002,CAF,482,Central African Republic,1,5,4,2,9.221328291,1664670528,6.580026733,3802128,0,36.10856478,0.248500004,4,6,Central African Republic,Cent. Af. Rep.,0,0
2002,CAN,20,Canada,0,10,7,7,12.10245429,1270000000000,7.496377148,31360079,3,75.97658417,0.981599987,1,1,Canada,Canada,0,1
2002,CIV,437,Cote D<U+0092>Ivoire,1,0,3,2,10.34153617,21955138166,7.236324067,17231539,0,79.8636641,0.304800004,5,6,Ivory Coast,Cote d'Ivoire,0,0
2002,COL,100,Colombia,1,7,2,1,11.30243051,201000000000,7.611461591,40875360,0,32.98263921,0.46540001,6,7,Colombia,Colombia,0,1
2002,CUB,40,Cuba,0,-7,4,5,10.60779971,40532156423,7.04920449,11199651,2,24.72931335,0.067299999,4,3,Cuba,Cuba,0,0
2002,CZE,316,Czech Republic,0,10,8,8,11.20096261,159000000000,7.008468842,10196916,3,91.52598182,0.778199971,0,0,Czech Republic,Czech Rep.,0,1
2002,DEU,255,German Federal Republic,0,10,7,7,12.5003696,3160000000000,7.91639338,82488495,0,60.93488981,0.978699982,1,1,Germany,FRG/Germany,0,1
2002,DOM,42,Dominican Republic,1,8,5,4,10.56521522,36746435552,6.940764191,8724975,0,68.7232829,0.473699987,3,4,Dominican Republic,Dom. Rep.,0,0
2002,ECU,130,Ecuador,1,6,5,4,10.70160921,50304775101,7.118709873,13143465,6,49.37654964,0.472799987,3,4,Ecuador,Ecuador,0,0
2002,EGY,651,Egypt,1,-6,2,3,11.16001209,145000000000,7.854215183,71485043,13,40.98706783,0.347600013,6,5,Egypt,Egypt,0,0
2002,ESP,230,Spain,0,10,7,7,12.09008868,1230000000000,7.617331265,41431558,0,55.09917924,0.908699989,1,1,Spain,Spain,1,1
2002,FRA,220,France,1,9,7,7,12.38144722,2410000000000,7.791025487,61805267,65,53.07202476,0.704200029,1,1,France,France,1,1
2002,GHA,452,Ghana,0,6,6,5,10.29993055,19949432531,7.306347405,20246381,0,97.48924317,0.420100003,2,3,Ghana,Ghana,0,0
2002,GRC,350,Greece,1,10,7,6,11.43484823,272000000000,7.037507054,10902022,1,50.34899626,0.808499992,1,2,Greece,Greece,1,0
2002,GTM,90,Guatemala,1,8,4,4,10.50019162,31636732099,7.086674687,12208848,6,66.03186022,0.429100007,4,4,Guatemala,Guatemala,0,0
2002,HUN,310,Hungary,0,10,7,7,11.06628492,116000000000,7.006834202,10158608,2,118.3201092,0.879800022,1,1,Hungary,Hungary,0,0
2002,IND,750,India,1,9,0,0,11.97786667,950000000000,9.038746176,1093317189,98,29.50866294,0.703599989,8,8,India,India,0,1
2002,ITA,325,Italy/Sardinia,1,10,7,7,12.3251851,2110000000000,7.756324209,57059007,19,48.0579243,0.831099987,1,1,Italy,Italy,1,1
2002,MAR,600,Morocco,1,-6,4,5,10.80384578,63656943581,7.469155606,29454768,1,60.5340864,0.323500007,4,3,Morocco,Morocco,0,0
2002,MEX,70,Mexico,1,8,2,2,11.95959083,911000000000,8.007255859,101684758,11,46.69791471,0.488200009,6,6,Mexico,Mexico,0,1
2002,MOZ,541,Mozambique,1,5,4,5,9.797696964,6276202741,7.273329012,18764155,0,71.64932253,0.305299997,4,3,Mozambique,Mozambique,0,0
2002,MYS,820,Malaysia,1,3,6,5,11.23596,172000000000,7.383965925,24208391,1,199.3562327,0.416700006,2,3,Malaysia,Malaysia,0,1
2002,NGA,475,Nigeria,1,4,3,2,11.31530896,207000000000,8.109227717,128596076,11,40.03516859,0.335200012,5,6,Nigeria,Nigeria,0,0
2002,NPL,790,Nepal,1,-6,0,1,10.05830243,11436744719,7.393147313,24725627,0,46.2307185,0.326799989,8,7,Nepal,Nepal,0,1
2002,PHL,840,Philippines,0,8,2,2,11.12605994,134000000000,7.910439006,81365258,16,102.4350769,0.506200016,6,6,Philippines,Philippines,1,1
2002,SDN,625,Sudan,1,-6,0,0,10.58656085,38597648770,7.457954192,28704778,0,31.39638942,0.052700002,8,8,Sudan,Sudan,0,1
2002,SLV,92,El Salvador,1,7,6,7,10.20638235,16083565987,6.775401878,5962136,0,65.91909078,0.456400007,2,1,El Salvador,El Salvador,0,0
