police,repress_index_lagged,hasNHRI,cameo_protests,pop_WDI_log10,polity2_P4,gdp_WDI_log10,lji_LS,ifs,cowcode,year,geocode
0,2,1,27,6.408045847,10,9.756042754,0.627499998,MNG,712,2006,Mongolia
0,4,1,0,6.413939835,10,9.798413538,0.635500014,MNG,712,2007,Mongolia
0,4,1,28,6.420269054,10,9.835442886,0.647400022,MNG,712,2008,Mongolia
0,4,1,0,6.427128269,10,9.829898185,0.667299986,MNG,712,2009,Mongolia
0,2,1,4,6.434552298,10,9.85669759,0.694199979,MNG,712,2010,Mongolia
0,4,0,0,7.649739168,6,11.69559024,0.626800001,KOR,732,1994,South Korea
0,4,0,47,7.654109043,6,11.73528424,0.638899982,KOR,732,1995,South Korea
0,4,0,27,7.658246911,6,11.76707494,0.64410001,KOR,732,1996,South Korea
0,4,0,27,7.662319351,6,11.79206164,0.639800012,KOR,732,1997,South Korea
0,3,0,18,7.665454371,8,11.76762554,0.630400002,KOR,732,1998,South Korea
0,2,0,18,7.668541312,8,11.81415433,0.613300025,KOR,732,1999,South Korea
0,3,0,35,7.6721728,8,11.85127976,0.601199985,KOR,732,2000,South Korea
0,3,1,65,7.675504888,8,11.87050105,0.604799986,KOR,732,2001,South Korea
0,3,1,18,7.678014925,8,11.90163647,0.622099996,KOR,732,2002,South Korea
0,4,1,69,7.680265966,8,11.91419237,0.652199984,KOR,732,2003,South Korea
0,3,1,127,7.681987212,8,11.93496683,0.677200019,KOR,732,2004,South Korea
0,3,1,94,7.682907907,8,11.95168132,0.688899994,KOR,732,2005,South Korea
0,3,1,156,7.685188821,8,11.97359885,0.690999985,KOR,732,2006,South Korea
0,3,1,48,7.687383024,8,11.99670076,0.687399983,KOR,732,2007,South Korea
0,2,1,77,7.690680695,8,12.00881726,0.677200019,KOR,732,2008,South Korea
0,3,1,107,7.692915934,8,12.01187903,0.657800019,KOR,732,2009,South Korea
0,2,1,35,7.695079698,8,12.03921577,0.638999999,KOR,732,2010,South Korea
0,1,0,0,8.096774492,10,12.69272886,0.989799976,JPN,740,1994,Japan
0,1,0,2,8.098432583,10,12.7044774,0.989799976,JPN,740,1995,Japan
0,1,0,17,8.099532168,10,12.71773622,0.989400029,JPN,740,1996,Japan
0,1,0,9,8.100566967,10,12.72238463,0.989199996,JPN,740,1997,Japan
0,1,0,4,8.101747074,10,12.7174558,0.989199996,JPN,740,1998,Japan
0,1,0,8,8.102540036,10,12.71636065,0.989199996,JPN,740,1999,Japan
0,1,0,17,8.103266505,10,12.72826773,0.989199996,JPN,740,2000,Japan
0,1,0,45,8.104312949,10,12.73002847,0.989099979,JPN,740,2001,Japan
0,1,0,9,8.105322802,10,12.73054084,0.989099979,JPN,740,2002,Japan
0,1,0,21,8.106252109,10,12.73712741,0.988900006,JPN,740,2003,Japan
0,1,0,37,8.106398302,10,12.7465984,0.988799989,JPN,740,2004,Japan
0,1,0,54,8.106439092,10,12.75375996,0.988499999,JPN,740,2005,Japan
0,1,0,20,8.10671432,10,12.75988305,0.988300025,JPN,740,2006,Japan
0,0,0,52,8.107213363,10,12.76700885,0.988099992,JPN,740,2007,Japan
0,1,0,31,8.107423671,10,12.76223354,0.987500012,JPN,740,2008,Japan
0,1,0,28,8.107369408,10,12.73804925,0.986500025,JPN,740,2009,Japan
0,1,0,33,8.10744741,10,12.75588247,0.985800028,JPN,740,2010,Japan
1,8,1,0,8.975708304,8,11.78139199,0.716400027,IND,750,1994,India
1,8,1,34,8.984042157,9,11.81310106,0.718100011,IND,750,1995,India
1,8,1,38,8.992272988,9,11.84470948,0.719399989,IND,750,1996,India
1,8,1,82,9.000390702,9,11.86195118,0.719600022,IND,750,1997,India
1,8,1,90,9.008380236,9,11.88801147,0.719600022,IND,750,1998,India
1,8,1,175,9.016221685,9,11.92482336,0.717299998,IND,750,1999,India
1,8,1,240,9.023900556,9,11.94119181,0.71450001,IND,750,2000,India
1,7,1,362,9.031408499,9,11.96165266,0.708999991,IND,750,2001,India
1,8,1,98,9.038746176,9,11.97786667,0.703599989,IND,750,2002,India
1,8,1,218,9.04591851,9,12.0107281,0.699000001,IND,750,2003,India
1,7,1,427,9.052933702,9,12.04384151,0.693799973,IND,750,2004,India
1,8,1,510,9.059794296,9,12.07695704,0.690800011,IND,750,2005,India
1,8,1,782,9.06650717,9,12.11062674,0.689700007,IND,750,2006,India
1,8,1,684,9.073061638,9,12.14268349,0.689400017,IND,750,2007,India
1,8,1,987,9.079423574,9,12.15588539,0.691600025,IND,750,2008,India
1,8,1,732,9.085549656,9,12.18875417,0.695800006,IND,750,2009,India
1,8,1,755,9.091414104,9,12.22417554,0.700200021,IND,750,2010,India
0,6,0,0,8.080492145,8,10.97901251,0.451799989,PAK,770,1994,Pakistan
0,5,0,11,8.092639388,8,11.00004777,0.43720001,PAK,770,1995,Pakistan
0,7,0,56,8.104996528,8,11.02060157,0.423299998,PAK,770,1996,Pakistan
0,6,0,18,8.117461651,7,11.02498617,0.379799992,PAK,770,1997,Pakistan
0,6,0,11,8.129829157,7,11.03592179,0.304100007,PAK,770,1998,Pakistan
0,5,0,31,8.141840372,-6,11.05153453,0.218600005,PAK,770,1999,Pakistan
0,6,0,20,8.153337878,-6,11.0696496,0.119800001,PAK,770,2000,Pakistan
0,7,0,129,8.164288605,-6,11.07817759,0.095299996,PAK,770,2001,Pakistan
0,7,0,10,8.174785546,-5,11.09195873,0.113700002,PAK,770,2002,Pakistan
0,6,0,29,8.184956392,-5,11.11251116,0.120300002,PAK,770,2003,Pakistan
0,7,0,120,8.194971143,-5,11.14338957,0.126000002,PAK,770,2004,Pakistan
0,7,0,60,8.204944381,-5,11.17547412,0.139799997,PAK,770,2005,Pakistan
0,7,0,166,8.214903763,-5,11.20150637,0.167300001,PAK,770,2006,Pakistan
0,8,0,293,8.224812933,2,11.22200333,0.241400003,PAK,770,2007,Pakistan
0,8,0,86,8.234641242,5,11.22933109,0.297699988,PAK,770,2008,Pakistan
0,8,0,93,8.244340489,5,11.24145682,0.355300009,PAK,770,2009,Pakistan
0,8,0,74,8.253882086,6,11.24838038,0.443800002,PAK,770,2010,Pakistan
1,3,0,0,8.052069105,6,10.70204112,0.503799975,BGD,771,1994,Bangladesh
1,5,0,58,8.061339103,6,10.72373175,0.475800008,BGD,771,1995,Bangladesh
1,5,0,76,8.07059168,6,10.74294329,0.466300011,BGD,771,1996,Bangladesh
1,5,0,23,8.079761958,6,10.76201758,0.463200003,BGD,771,1997,Bangladesh
1,4,0,25,8.088783732,6,10.78393847,0.462399989,BGD,771,1998,Bangladesh
1,5,0,57,8.097568429,6,10.80376135,0.4542,BGD,771,1999,Bangladesh
1,4,0,41,8.106047539,6,10.82616206,0.443399996,BGD,771,2000,Bangladesh
1,6,0,120,8.11423958,6,10.84767092,0.430799991,BGD,771,2001,Bangladesh
1,4,0,25,8.122144045,6,10.86400684,0.417400002,BGD,771,2002,Bangladesh
1,7,0,36,8.129662838,6,10.88411761,0.39199999,BGD,771,2003,Bangladesh
1,8,0,171,8.136677554,6,10.90629652,0.368900001,BGD,771,2004,Bangladesh
1,7,0,132,8.143125719,6,10.93379269,0.331499994,BGD,771,2005,Bangladesh
1,8,0,387,8.148976231,6,10.96184274,0.298099995,BGD,771,2006,Bangladesh
1,7,0,83,8.154303364,-6,10.9914643,0.242799997,BGD,771,2007,Bangladesh
1,8,1,43,8.159278872,-6,11.01682867,0.2403,BGD,771,2008,Bangladesh
1,7,1,36,8.164129098,5,11.03820275,0.298200011,BGD,771,2009,Bangladesh
1,7,1,78,8.169014057,5,11.0617502,0.351300001,BGD,771,2010,Bangladesh
1,7,0,0,7.637323865,-7,9.997739189,0.122299999,MMR,775,1994,Myanmar
1,5,0,5,7.642480329,-7,10.02691207,0.124799997,MMR,775,1995,Myanmar
1,6,0,16,7.647893318,-7,10.05402801,0.1228,MMR,775,1996,Myanmar
1,6,0,5,7.65347526,-7,10.07790402,0.119199999,MMR,775,1997,Myanmar
1,7,0,13,7.659071689,-7,10.1026614,0.120700002,MMR,775,1998,Myanmar
1,7,0,9,7.664464057,-7,10.14776964,0.124300003,MMR,775,1999,Myanmar
1,7,0,1,7.669500055,-7,10.20370551,0.128399998,MMR,775,2000,Myanmar
1,8,0,4,7.67417307,-7,10.25037232,0.127299994,MMR,775,2001,Myanmar
1,7,0,1,7.678538145,-7,10.29968926,0.122299999,MMR,775,2002,Myanmar
1,5,0,9,7.682586388,-7,10.35599939,0.107100002,MMR,775,2003,Myanmar
1,8,0,13,7.686318779,-8,10.41124261,0.0898,MMR,775,2004,Myanmar
1,7,0,9,7.689752022,-8,10.46650222,0.082800001,MMR,775,2005,Myanmar
1,7,0,8,7.692856169,-8,10.51987304,0.081600003,MMR,775,2006,Myanmar
1,8,0,286,7.69566967,-8,10.56905785,0.082699999,MMR,775,2007,Myanmar
1,8,0,25,7.698358452,-6,10.61145735,0.092399999,MMR,775,2008,Myanmar
1,8,0,10,7.701139238,-6,10.65501613,0.114799999,MMR,775,2009,Myanmar
1,7,0,5,7.704157538,-6,10.69496313,0.1461,MMR,775,2010,Myanmar
1,6,0,0,7.257546035,5,10.4049905,0.559800029,LKA,780,1994,Sri Lanka
1,6,0,0,7.261094163,5,10.42824331,0.561800003,LKA,780,1995,Sri Lanka
1,8,1,4,7.264045036,5,10.44444052,0.563000023,LKA,780,1996,Sri Lanka
1,8,1,1,7.266488057,5,10.47140419,0.56370002,LKA,780,1997,Sri Lanka
1,7,1,5,7.268685573,5,10.49134433,0.563199997,LKA,780,1998,Sri Lanka
1,7,1,11,7.270988065,5,10.50963089,0.561699986,LKA,780,1999,Sri Lanka
1,6,1,8,7.273640107,5,10.53493689,0.561699986,LKA,780,2000,Sri Lanka
1,8,1,56,7.276731259,6,10.52817287,0.561100006,LKA,780,2001,Sri Lanka
1,6,1,3,7.280179447,6,10.54505867,0.557099998,LKA,780,2002,Sri Lanka
1,5,1,17,7.283844594,5,10.57011974,0.550899982,LKA,780,2003,Sri Lanka
1,4,1,7,7.287514038,5,10.59314598,0.544099987,LKA,780,2004,Sri Lanka
1,3,1,40,7.291035408,5,10.61944119,0.538600028,LKA,780,2005,Sri Lanka
1,4,1,12,7.294377418,6,10.65152902,0.532800019,LKA,780,2006,Sri Lanka
1,6,1,10,7.297586408,6,10.68008736,0.525900006,LKA,780,2007,Sri Lanka
1,7,1,13,7.300682073,6,10.70518868,0.518400013,LKA,780,2008,Sri Lanka
1,7,1,20,7.303703691,5,10.72029228,0.512499988,LKA,780,2009,Sri Lanka
1,8,1,34,7.306676674,3,10.75378024,0.50819999,LKA,780,2010,Sri Lanka
0,5,0,0,7.323064395,5,9.920893208,0.491400003,NPL,790,1994,Nepal
0,2,0,3,7.333972363,5,9.935701159,0.491600007,NPL,790,1995,Nepal
0,3,0,4,7.344202636,5,9.958246168,0.490200013,NPL,790,1996,Nepal
0,2,1,3,7.353815768,5,9.979636489,0.485000014,NPL,790,1997,Nepal
0,5,1,0,7.362819431,5,9.992542814,0.479600012,NPL,790,1998,Nepal
0,7,1,4,7.371251964,6,10.01129561,0.466800004,NPL,790,1999,Nepal
0,6,1,18,7.379144282,6,10.03742013,0.441300005,NPL,790,2000,Nepal
1,7,1,66,7.386447347,6,10.05778097,0.397199988,NPL,790,2001,Nepal
1,7,1,0,7.393147313,-6,10.05830243,0.326799989,NPL,790,2002,Nepal
1,8,1,58,7.399342632,-6,10.07510619,0.294099987,NPL,790,2003,Nepal
1,7,1,247,7.405164338,-6,10.0949807,0.2949,NPL,790,2004,Nepal
1,8,1,201,7.410684462,-6,10.10983369,0.329899997,NPL,790,2005,Nepal
1,8,1,536,7.416085937,6,10.12420558,0.398799986,NPL,790,2006,Nepal
1,8,1,112,7.42131728,6,10.13877467,0.453399986,NPL,790,2007,Nepal
1,5,1,115,7.425967256,6,10.16450904,0.488000005,NPL,790,2008,Nepal
1,6,1,91,7.429486375,6,10.18376278,0.508099973,NPL,790,2009,Nepal
1,5,1,31,7.431576227,6,10.20419208,0.525099993,NPL,790,2010,Nepal
1,6,0,0,7.013591272,1,9.52047663,0.098899998,KHM,811,1994,Cambodia
1,7,0,0,7.027599836,1,9.56148803,0.109700002,KHM,811,1995,Cambodia
1,6,0,0,7.040717702,1,9.586373761,0.120999999,KHM,811,1996,Cambodia
1,6,0,9,7.053024634,-7,9.603434748,0.129700005,KHM,811,1997,Cambodia
1,6,0,75,7.064477008,2,9.623305233,0.152099997,KHM,811,1998,Cambodia
1,8,0,6,7.07505246,2,9.675249885,0.174700007,KHM,811,1999,Cambodia
1,5,0,2,7.084763502,2,9.719444561,0.194999993,KHM,811,2000,Cambodia
1,4,0,2,7.093611052,2,9.750637267,0.212099999,KHM,811,2001,Cambodia
1,3,0,4,7.10166897,2,9.778308661,0.227500007,KHM,811,2002,Cambodia
1,3,0,17,7.10911137,2,9.813761997,0.240999997,KHM,811,2003,Cambodia
1,4,0,3,7.116158242,2,9.856497058,0.252400011,KHM,811,2004,Cambodia
1,4,0,6,7.122980677,2,9.910535602,0.262100011,KHM,811,2005,Cambodia
1,4,0,4,7.129616075,2,9.954962006,0.272500008,KHM,811,2006,Cambodia
1,5,0,4,7.136084891,2,9.997193151,0.284000009,KHM,811,2007,Cambodia
1,6,0,4,7.142509412,2,10.02532329,0.292499989,KHM,811,2008,Cambodia
1,5,0,9,7.149022065,2,10.02569964,0.298400015,KHM,811,2009,Cambodia
1,5,0,2,7.155706761,2,10.05085421,0.307000011,KHM,811,2010,Cambodia
1,2,0,0,7.300541139,4,11.06856802,0.469799995,MYS,820,1994,Malaysia
1,3,0,0,7.311491235,3,11.10928487,0.460500002,MYS,820,1995,Malaysia
1,3,0,3,7.322583391,3,11.15068891,0.450500011,MYS,820,1996,Malaysia
1,1,0,5,7.333705014,3,11.18138047,0.443399996,MYS,820,1997,Malaysia
1,3,0,145,7.344680149,3,11.14818296,0.43720001,MYS,820,1998,Malaysia
1,3,1,47,7.355284782,3,11.17405108,0.432000011,MYS,820,1999,Malaysia
1,3,1,62,7.365380465,3,11.21091483,0.42750001,MYS,820,2000,Malaysia
1,6,1,35,7.374915416,3,11.21315636,0.423099995,MYS,820,2001,Malaysia
1,3,1,1,7.383965925,3,11.23596,0.416700006,MYS,820,2002,Malaysia
1,2,1,4,7.392676188,3,11.26040056,0.413500011,MYS,820,2003,Malaysia
1,3,1,10,7.401239408,3,11.28890398,0.414799988,MYS,820,2004,Malaysia
1,4,1,4,7.409774433,3,11.31146353,0.416599989,MYS,820,2005,Malaysia
1,3,1,27,7.418333796,3,11.33506656,0.418900013,MYS,820,2006,Malaysia
1,4,1,47,7.426842468,3,11.36159375,0.415600002,MYS,820,2007,Malaysia
1,4,1,22,7.435143421,6,11.38208732,0.412600011,MYS,820,2008,Malaysia
1,4,1,47,7.443028797,6,11.37546425,0.409200013,MYS,820,2009,Malaysia
1,3,1,13,7.450372834,6,11.40656913,0.416000009,MYS,820,2010,Malaysia
0,0,0,0,6.533905198,-2,10.98633063,0.372299999,SGP,830,1994,Singapore
0,1,0,0,6.547098254,-2,11.01652776,0.385899991,SGP,830,1995,Singapore
0,2,0,0,6.564749365,-2,11.04782372,0.398900002,SGP,830,1996,Singapore
0,3,0,0,6.579330551,-2,11.08253046,0.412999988,SGP,830,1997,Singapore
0,3,0,0,6.594084457,-2,11.07288928,0.429500014,SGP,830,1998,Singapore
0,1,0,0,6.597555114,-2,11.09706286,0.439599991,SGP,830,1999,Singapore
0,2,0,0,6.605077278,-2,11.13464559,0.444099993,SGP,830,2000,Singapore
0,2,0,1,6.616791746,-2,11.12997654,0.446999997,SGP,830,2001,Singapore
0,1,0,0,6.62075529,-2,11.14665507,0.448300004,SGP,830,2002,Singapore
0,1,0,0,6.614351475,-2,11.16592062,0.447100013,SGP,830,2003,Singapore
0,0,0,1,6.61978848,-2,11.20659923,0.441399992,SGP,830,2004,Singapore
0,1,0,3,6.629996621,-2,11.23743817,0.432700008,SGP,830,2005,Singapore
0,2,0,3,6.643587386,-2,11.27488491,0.41170001,SGP,830,2006,Singapore
0,3,0,2,6.661680106,-2,11.31239953,0.387899995,SGP,830,2007,Singapore
0,1,0,7,6.684791161,-2,11.32043918,0.369300008,SGP,830,2008,Singapore
0,1,0,0,6.697889265,-2,11.32096423,0.349599987,SGP,830,2009,Singapore
0,0,0,0,6.705584238,-2,11.37986548,0.341899991,SGP,830,2010,Singapore
0,4,0,0,7.833662469,8,11.00221359,0.50059998,PHL,840,1994,Philippines
0,5,0,7,7.843756407,8,11.0220694,0.497200012,PHL,840,1995,Philippines
0,7,0,16,7.85370885,8,11.04674482,0.499599993,PHL,840,1996,Philippines
0,6,0,5,7.863506558,8,11.06870151,0.507600009,PHL,840,1997,Philippines
0,6,0,3,7.873157865,8,11.06618797,0.515100002,PHL,840,1998,Philippines
0,5,0,21,7.882672088,8,11.0793694,0.524800003,PHL,840,1999,Philippines
0,6,0,64,7.892048693,8,11.09811741,0.526300013,PHL,840,2000,Philippines
0,8,0,127,7.901310478,8,11.1105089,0.520399988,PHL,840,2001,Philippines
0,6,0,16,7.910439006,8,11.12605994,0.506200016,PHL,840,2002,Philippines
0,6,0,27,7.919349944,8,11.14712577,0.494800001,PHL,840,2003,Philippines
0,6,0,27,7.92793746,8,11.17528272,0.488000005,PHL,840,2004,Philippines
0,7,0,141,7.936142876,8,11.19555097,0.489399999,PHL,840,2005,Philippines
0,7,0,69,7.943932917,8,11.21774444,0.486000001,PHL,840,2006,Philippines
0,8,0,23,7.951364149,8,11.24556942,0.491299987,PHL,840,2007,Philippines
0,7,0,74,7.958573271,8,11.26323828,0.492000014,PHL,840,2008,Philippines
0,7,0,27,7.965738511,8,11.26819873,0.50150001,PHL,840,2009,Philippines
0,7,0,5,7.972974345,8,11.30014095,0.519500017,PHL,840,2010,Philippines
1,7,1,0,8.287616918,-7,11.60638137,0.180700004,IDN,850,1994,Indonesia
1,5,1,36,8.294321275,-7,11.64068909,0.194999993,IDN,850,1995,Indonesia
1,5,1,62,8.300815462,-7,11.67338129,0.212200001,IDN,850,1996,Indonesia
1,7,1,44,8.307124581,-7,11.69332764,0.236100003,IDN,850,1997,Indonesia
1,8,1,481,8.31328621,-5,11.63221325,0.272300005,IDN,850,1998,Indonesia
1,8,1,294,8.319345884,6,11.63563552,0.317099988,IDN,850,1999,Indonesia
1,8,1,187,8.325338755,6,11.65649493,0.347299993,IDN,850,2000,Indonesia
1,7,1,414,8.331280314,6,11.67203687,0.371499985,IDN,850,2001,Indonesia
1,7,1,52,8.337175216,6,11.69115048,0.39379999,IDN,850,2002,Indonesia
1,7,1,124,8.343033164,6,11.71143011,0.412600011,IDN,850,2003,Indonesia
1,7,1,93,8.348860864,8,11.73274749,0.430000007,IDN,850,2004,Indonesia
1,7,1,110,8.354664345,8,11.756792,0.442200005,IDN,850,2005,Indonesia
1,7,1,165,8.360438642,8,11.78004859,0.452899992,IDN,850,2006,Indonesia
1,4,1,50,8.366187992,8,11.8067652,0.450500011,IDN,850,2007,Indonesia
1,5,1,88,8.371935145,8,11.83212746,0.453000009,IDN,850,2008,Indonesia
1,5,1,77,8.377707866,8,11.85177919,0.460500002,IDN,850,2009,Indonesia
1,5,1,111,8.383517745,8,11.87800102,0.477400005,IDN,850,2010,Indonesia
1,2,1,8,5.987618454,6,9.28630078,0.814899981,TMP,860,2004,Timor-Leste
1,1,1,11,5.997882001,6,9.419456645,0.796199977,TMP,860,2005,Timor-Leste
1,3,1,76,6.007078329,7,9.570756894,0.717999995,TMP,860,2006,Timor-Leste
1,2,1,15,6.015524052,7,9.593042564,0.6875,TMP,860,2007,Timor-Leste
1,3,1,6,6.023429846,7,9.634131999,0.685000002,TMP,860,2008,Timor-Leste
1,1,1,1,6.031116278,7,9.607067472,0.694199979,TMP,860,2009,Timor-Leste
1,2,1,0,6.038827922,7,9.601947201,0.734200001,TMP,860,2010,Timor-Leste
1,4,1,0,7.007419032,3,10.36856132,0.330300003,GTM,90,1994,Guatemala
1,6,1,4,7.017387688,3,10.38953776,0.348100007,GTM,90,1995,Guatemala
1,6,1,2,7.027213956,8,10.40219693,0.375800014,GTM,90,1996,Guatemala
1,5,1,0,7.036933513,8,10.42074802,0.397700012,GTM,90,1997,Guatemala
1,4,1,0,7.046631752,8,10.44191054,0.406100005,GTM,90,1998,Guatemala
1,3,1,0,7.056417063,8,10.45830476,0.409299999,GTM,90,1999,Guatemala
1,4,1,5,7.066353622,8,10.47370169,0.416000009,GTM,90,2000,Guatemala
1,6,1,13,7.076456421,8,10.48371559,0.421700001,GTM,90,2001,Guatemala
1,4,1,6,7.086674687,8,10.50019162,0.429100007,GTM,90,2002,Guatemala
1,4,1,2,7.09692662,8,10.51104593,0.435099989,GTM,90,2003,Guatemala
1,3,1,6,7.107105625,8,10.52452392,0.442299992,GTM,90,2004,Guatemala
1,3,1,34,7.117139595,8,10.53845652,0.44569999,GTM,90,2005,Guatemala
1,2,1,5,7.127008238,8,10.56121379,0.446799994,GTM,90,2006,Guatemala
1,3,1,20,7.136730933,8,10.58776362,0.451000005,GTM,90,2007,Guatemala
1,2,1,9,7.146327393,8,10.60178439,0.460099995,GTM,90,2008,Guatemala
1,2,1,10,7.155829668,8,10.60406297,0.475300014,GTM,90,2009,Guatemala
1,2,1,3,7.165256705,8,10.61634955,0.491899997,GTM,90,2010,Guatemala
0,0,1,0,7.251759855,10,11.82152728,0.983299971,AUS,900,1994,Australia
0,2,1,2,7.257006218,10,11.83787556,0.983399987,AUS,900,1995,Australia
0,0,1,32,7.262712063,10,11.854402,0.98360002,AUS,900,1996,Australia
0,1,1,29,7.267570627,10,11.87129499,0.984300017,AUS,900,1997,Australia
0,1,1,33,7.272096999,10,11.89073,0.984600008,AUS,900,1998,Australia
0,1,1,24,7.277058836,10,11.91222365,0.984799981,AUS,900,1999,Australia
0,1,1,66,7.282236809,10,11.92897777,0.984799981,AUS,900,2000,Australia
0,1,1,75,7.288092655,10,11.93728313,0.984600008,AUS,900,2001,Australia
0,1,1,75,7.293393496,10,11.95432261,0.983799994,AUS,900,2002,Australia
0,1,1,77,7.298752675,10,11.96710035,0.98299998,AUS,900,2003,Australia
0,1,1,88,7.303787678,10,11.98436572,0.98210001,AUS,900,2004,Australia
0,1,1,170,7.309519451,10,11.99806264,0.981299996,AUS,900,2005,Australia
0,1,1,180,7.315926284,10,12.01003268,0.981299996,AUS,900,2006,Australia
0,1,1,142,7.318639228,10,12.02641477,0.981000006,AUS,900,2007,Australia
0,1,1,116,7.327342584,10,12.04201998,0.979799986,AUS,900,2008,Australia
0,1,1,98,7.336293589,10,12.05034882,0.978600025,AUS,900,2009,Australia
0,2,1,77,7.343048995,10,12.05923767,0.976999998,AUS,900,2010,Australia
1,3,1,0,6.744211594,6,9.927732163,0.419800013,HND,91,1994,Honduras
1,3,1,0,6.756561108,6,9.953812939,0.421700001,HND,91,1995,Honduras
1,2,1,2,6.768993752,6,9.961862555,0.422600001,HND,91,1996,Honduras
1,2,1,6,6.781446521,6,9.98138628,0.4208,HND,91,1997,Honduras
0,2,1,2,6.793818732,6,9.99670509,0.414299995,HND,91,1998,Honduras
0,3,1,2,6.805986602,7,9.993498389,0.410899997,HND,91,1999,Honduras
0,5,1,3,6.817863324,7,10.02406285,0.407999992,HND,91,2000,Honduras
0,2,1,5,6.829426773,7,10.03573136,0.402999997,HND,91,2001,Honduras
0,2,1,0,6.840687171,7,10.05173762,0.399199992,HND,91,2002,Honduras
0,2,1,14,6.851644699,7,10.07104936,0.396899998,HND,91,2003,Honduras
0,3,1,6,6.862307507,7,10.09730595,0.393099993,HND,91,2004,Honduras
0,4,1,2,6.872679734,7,10.12281908,0.389699996,HND,91,2005,Honduras
0,3,1,10,6.882769108,7,10.15044281,0.386000007,HND,91,2006,Honduras
0,3,1,14,6.892568616,7,10.17651959,0.38440001,HND,91,2007,Honduras
0,4,1,6,6.902054862,7,10.194519,0.384499997,HND,91,2008,Honduras
0,4,1,125,6.911198905,7,10.18382805,0.386500001,HND,91,2009,Honduras
0,6,1,3,6.919991243,7,10.19973721,0.390799999,HND,91,2010,Honduras
1,3,1,0,6.74522466,7,10.13321996,0.458299994,SLV,92,1994,El Salvador
1,2,1,3,6.750400386,7,10.15331163,0.467900008,SLV,92,1995,El Salvador
1,0,1,1,6.755107534,7,10.15684833,0.473699987,SLV,92,1996,El Salvador
1,3,1,0,6.759387086,7,10.17025415,0.475400001,SLV,92,1997,El Salvador
1,1,1,1,6.763260608,7,10.18163076,0.471899986,SLV,92,1998,El Salvador
1,2,1,2,6.766773073,7,10.19091384,0.469300002,SLV,92,1999,El Salvador
1,3,1,0,6.769963081,7,10.19577692,0.46509999,SLV,92,2000,El Salvador
1,2,1,4,6.772835367,7,10.19957045,0.459899992,SLV,92,2001,El Salvador
1,1,1,0,6.775401878,7,10.20638235,0.456400007,SLV,92,2002,El Salvador
1,2,1,0,6.777722318,7,10.21311458,0.452199996,SLV,92,2003,El Salvador
1,3,1,13,6.779870328,7,10.21696608,0.44569999,SLV,92,2004,El Salvador
1,3,1,3,6.781907746,7,10.22856811,0.438300014,SLV,92,2005,El Salvador
1,3,1,12,6.783860648,7,10.24703099,0.431499988,SLV,92,2006,El Salvador
1,3,1,5,6.785743286,7,10.25503713,0.429899991,SLV,92,2007,El Salvador
1,4,1,1,6.787585431,7,10.26606107,0.433999985,SLV,92,2008,El Salvador
1,3,1,0,6.789417539,8,10.25690533,0.441900015,SLV,92,2009,El Salvador
1,3,1,4,6.791260702,8,10.26594929,0.451400012,SLV,92,2010,El Salvador
0,0,1,0,6.558708571,10,10.97109391,0.974699974,NZL,920,1994,New Zealand
0,0,1,2,6.565068222,10,10.99113277,0.974600017,NZL,920,1995,New Zealand
0,0,1,2,6.571941635,10,11.00658155,0.97299999,NZL,920,1996,New Zealand
0,0,1,3,6.577641135,10,11.01536814,0.972299993,NZL,920,1997,New Zealand
0,0,1,6,6.581494542,10,11.01879201,0.97240001,NZL,920,1998,New Zealand
0,0,1,23,6.583776693,10,11.04186226,0.973100007,NZL,920,1999,New Zealand
0,0,1,19,6.586328451,10,11.05429507,0.975000024,NZL,920,2000,New Zealand
0,0,1,4,6.588887688,10,11.06910544,0.975099981,NZL,920,2001,New Zealand
0,0,1,2,6.596432142,10,11.08896843,0.974799991,NZL,920,2002,New Zealand
0,1,1,7,6.605003198,10,11.1083485,0.974300027,NZL,920,2003,New Zealand
0,1,1,23,6.611457766,10,11.12552355,0.972199976,NZL,920,2004,New Zealand
0,1,1,7,6.616359967,10,11.13971226,0.970000029,NZL,920,2005,New Zealand
0,1,1,6,6.621653951,10,11.15189363,0.967499971,NZL,920,2006,New Zealand
0,1,1,21,6.625703346,10,11.16478396,0.966300011,NZL,920,2007,New Zealand
0,1,1,5,6.629389209,10,11.16038148,0.963500023,NZL,920,2008,New Zealand
0,0,1,19,6.633730973,10,11.15945289,0.959900022,NZL,920,2009,New Zealand
0,0,1,9,6.638559138,10,11.16608657,0.957599998,NZL,920,2010,New Zealand
1,3,1,0,6.658870164,6,9.685589002,0.442699999,NIC,93,1994,Nicaragua
1,3,1,8,6.667656977,8,9.710533794,0.484299988,NIC,93,1995,Nicaragua
1,3,1,2,6.675922899,8,9.737247881,0.524200022,NIC,93,1996,Nicaragua
1,3,1,8,6.683736766,8,9.754141936,0.541999996,NIC,93,1997,Nicaragua
1,2,1,5,6.691138716,8,9.769969611,0.550599992,NIC,93,1998,Nicaragua
1,3,1,8,6.69819105,8,9.799499363,0.555599988,NIC,93,1999,Nicaragua
1,3,1,1,6.704948165,8,9.816956726,0.558700025,NIC,93,2000,Nicaragua
1,3,1,0,6.711416272,8,9.829628818,0.555400014,NIC,93,2001,Nicaragua
1,3,1,1,6.71761459,8,9.832890851,0.553900003,NIC,93,2002,Nicaragua
